Date,BC BASE Flow Local (ML),BC BASE Flow Local + Upstream (ML),BC BASE TN Local (KG),BC BASE TN Local + Upstream (KG),BC BASE TP Local (KG),BC BASE TP Local + Upstream (KG),BC BASE OXY Local (KG),BC BASE OXY Local + Upstream (KG),BC Capped Flow Local (ML),BC Capped Flow Local + Upstream (ML),BC Capped TN Local (KG),BC Capped TN Local + Upstream (KG),BC Capped TP Local (KG),BC Capped TP Local + Upstream (KG),BC Capped OXY Local (KG),BC Capped OXY Local + Upstream (KG),BC Dry Flow Local (ML),BC Dry Flow Local + Upstream (ML),BC Dry TN Local (KG),BC Dry TN Local + Upstream (KG),BC Dry TP Local (KG),BC Dry TP Local + Upstream (KG),BC Dry OXY Local (KG),BC Dry OXY Local + Upstream (KG),BC Wet Flow Local (ML),BC Wet Flow Local + Upstream (ML),BC Wet TN Local (KG),BC Wet TN Local + Upstream (KG),BC Wet TP Local (KG),BC Wet TP Local + Upstream (KG),BC Wet OXY Local (KG),BC Wet OXY Local + Upstream (KG),BC Targets Flow Local (ML),BC Targets Flow Local + Upstream (ML),BC Targets TN Local (KG),BC Targets TN Local + Upstream (KG),BC Targets TP Local (KG),BC Targets TP Local + Upstream (KG),BC Targets OXY Local (KG),BC Targets OXY Local + Upstream (KG),Field Mean TN (mg/L),Field Mean TP (mg/L),Field Mean TCHLA (ug/L),Field Mean Oxygen (mg/L),Field Mean TEMP (C),Field Mean Salinity (psu),SCERM44_2015_2016_ALL Mean TN (mg/L),SCERM44_2015_2016_ALL Mean TP (mg/L),SCERM44_2015_2016_ALL Mean Oxy (mg/L),SCERM44_2015_2016_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_ALL Mean Salinity (psu),SCERM44_2015_2016_Capped_ALL Mean TN (mg/L),SCERM44_2015_2016_Capped_ALL Mean TP (mg/L,)SCERM44_2015_2016_Capped_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Capped_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Capped_ALL Mean Salinity (psu),SCERM44_2015_2016_Dry_ALL Mean TN (mg/L),SCERM44_2015_2016_Dry_ALL Mean TP (mg/L),SCERM44_2015_2016_Dry_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Dry_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Dry_ALL Mean Salinity (psu),SCERM44_2015_2016_Target_ALL Mean TN (mg/L),SCERM44_2015_2016_Target_ALL Mean TP (mg/L),SCERM44_2015_2016_Target_ALL Mean Oxy (mg/L),SCERM44_2015_2016_Target_ALL Mean TCHLA (ug/L),SCERM44_2015_2016_Target_ALL Mean Salinity (psu),SCERM44_2017_2018_ALL Mean TN (mg/L),SCERM44_2017_2018_ALL Mean TP (mg/L),SCERM44_2017_2018_ALL Mean Oxy (mg/L),SCERM44_2017_2018_ALL Mean TCHLA (ug/L),SCERM44_2017_2018_ALL Mean Salinity (psu),SCERM44_2017_2018_Wet_ALL Mean TN (mg/L),SCERM44_2017_2018_Wet_ALL Mean TP (mg/L),SCERM44_2017_2018_Wet_ALL Mean Oxy (mg/L),SCERM44_2017_2018_Wet_ALL Mean TCHLA (ug/L),SCERM44_2017_2018_Wet_ALL Mean Salinity (psu),
11/2008,1084.8816,10097.0928,1422.6501,11846.8865,110.4871,840.3328,8827.3738,71002.5371,1084.8816,10097.0928,650.7962,8121.2880,48.4981,381.0001,8827.3738,71002.5371,461.7302,2300.3309,507.7429,2124.8180,40.8515,246.3333,3755.4985,16384.6437,920.9635,7629.8630,1157.9835,7268.7384,91.4511,638.0343,7493.6278,53279.9281,1084.8816,10097.0928,1005.2501,10181.1069,102.4534,628.7841,8827.3738,71002.5371,0.4350,0.0530,4.1833,4.8140,21.3840,24.9735, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
12/2008,509.0861,3378.5942,556.6252,3602.2480,44.8069,278.6340,3840.7327,22022.8853,509.0861,3378.5942,297.4199,2105.2651,22.8197,146.9394,3840.7327,22022.8853,234.8784,1102.3085,228.8618,1022.1328,18.6458,110.3625,1770.9143,7218.1986,464.0544,3430.4170,503.8546,3334.8234,40.5902,269.2448,3499.2245,22121.5234,509.0861,3378.5942,437.3575,2931.3953,44.2267,222.9983,3840.7327,22022.8853,0.4593,0.0522,3.1500,5.5968,24.3992,27.3518, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
01/2009,139.7261,1396.2067,120.6710,2042.1833,9.9326,83.1685,1012.7610,8728.7949,139.7261,1396.2067,78.4263,1553.0518,6.3427,69.2423,1012.7610,8728.7949,59.1840,1080.6998,45.1741,1582.6107,3.7434,53.3608,428.6050,6383.8727,117.0979,1148.2560,98.7086,1218.6878,8.1405,67.2968,848.8038,7252.1180,139.7261,1396.2067,110.4288,1834.9073,9.9326,80.3218,1012.7610,8728.7949,0.5150,0.0701,4.3375,4.8289,26.1211,31.4332, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
02/2009,118.1606,4337.7725,116.9812,12322.7312,9.4099,215.0890,884.3849,24454.9901,118.1606,4337.7725,67.0640,11873.8443,5.2784,184.9852,884.3849,24454.9901,46.6733,446.7830,39.5119,422.4873,3.2132,25.2656,350.1565,2823.2707,144.0979,1292.3626,169.2870,1361.8744,13.3163,114.4827,1103.0181,8594.7570,118.1606,4337.7725,98.1699,12143.8138,9.0798,201.7764,884.3849,24454.9901,0.4833,0.0610,7.1625,4.3575,24.9575,32.3050, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
03/2009,90.1411,1771.1395,76.8462,3200.5452,6.2793,122.7077,699.4812,10121.0722,90.1411,1771.1395,49.9611,2785.4127,4.0196,69.9370,699.4812,10121.0722,42.6211,410.9875,33.7557,371.4166,2.7557,50.5288,329.1230,2717.9871,65.8454,754.6867,51.8009,834.7581,4.2627,68.2589,512.6153,4971.0890,90.1411,1771.1395,70.4840,3006.1027,6.2793,87.2405,699.4812,10121.0722,0.5063,0.0681,4.8750,5.3217,22.2931,34.1113, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
04/2009,68.0918,902.3011,58.0983,1069.8028,4.7316,108.5891,490.6893,5986.7638,68.0918,902.3011,37.8179,643.7357,3.0409,50.7167,490.6893,5986.7638,25.0733,327.2141,18.5137,331.5845,1.5136,36.3490,179.8463,2154.7569,51.4771,721.7856,40.9305,838.1231,3.3518,79.5305,373.0491,4778.6028,68.0918,902.3011,52.2785,856.3296,4.7018,69.9480,490.6893,5986.7638,0.4575,0.0553,2.9750,5.6733,20.2746,34.9911, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
05/2009,244.2010,2599.9661,298.6422,2930.0676,23.4434,410.7336,2016.1538,18760.2091,244.2010,2599.9661,141.8888,1566.1292,10.7113,110.6851,2016.1538,18760.2091,137.2032,1450.9584,155.9249,1400.0519,12.3236,244.2944,1133.3660,10445.8832,292.4726,3281.3510,381.5839,3553.4847,29.7233,517.8106,2414.8256,23573.5063,244.2010,2599.9661,217.9121,2330.0724,21.7552,232.7291,2016.1538,18760.2091,0.4138,0.0439,3.0833,6.0336,17.6068,35.5930, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
06/2009,883.6819,11573.1590,1165.6299,14363.0504,91.1814,1235.9805,7490.8274,93420.8623,883.6819,11573.1590,522.2081,9845.4483,38.9560,372.0565,7490.8274,93420.8623,503.1590,5875.8566,596.5775,5794.3136,47.1267,747.9054,4265.9188,47135.5503,901.8432,14161.0205,1195.4805,16896.7603,93.4808,1353.1790,7644.6893,116877.1108,883.6819,11573.1590,811.4370,12618.3848,83.2082,723.8388,7490.8274,93420.8623,0.3670,0.0355,3.8825,6.3827,15.6773,33.6344, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
07/2009,1695.0730,110447.2195,2453.6754,257040.1911,190.5767,7989.4722,14480.3834,1034908.6121,1695.0730,110447.2195,1028.0751,241829.6006,76.5268,6040.0935,14480.3834,1034908.6121,805.9910,15743.3587,1030.0472,19005.8605,81.1110,1246.6016,6898.4012,141970.8109,1973.6525,158287.7203,2962.7191,390443.7590,229.1554,15423.0051,16872.1705,1488871.2197,1695.0730,110447.2195,1622.3519,251735.3279,166.6493,6628.4039,14480.3834,1034908.6121,0.6100,0.0251,2.8750,6.4600,14.6643,24.5459, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
08/2009,2171.3098,106382.0477,3298.7031,204466.7278,244.4241,10711.9846,18173.9833,980082.8707,2171.3098,106382.0477,1332.3073,173272.2199,97.6036,4054.2336,18173.9833,980082.8707,1232.4182,25276.8902,1657.4592,30399.6668,130.3167,1630.1428,10338.7313,225021.2327,2060.8733,96359.8032,3025.1701,163020.6443,229.6972,9201.7856,17220.8647,883230.2833,2171.3098,106382.0477,2143.3506,184796.3460,214.1327,4935.6574,18173.9833,980082.8707,1.0130,0.0458,6.8900,4.8600,15.2602,19.5160, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
09/2009,2016.8957,72622.1117,2966.6719,101402.9925,220.7292,6835.3865,17821.0751,671699.9281,2016.8957,72622.1117,1230.5519,77381.1552,90.1534,1901.2711,17821.0751,671699.9281,1238.0515,19499.2790,1629.9583,20550.9975,128.9146,1153.3663,10939.1018,176444.6706,1752.7363,55065.4330,2469.8461,78877.6671,188.1118,4467.7138,15487.5128,509953.9010,2016.8957,72622.1117,1971.3905,86836.1941,197.8075,2650.0423,17821.0751,671699.9281,0.8838,0.0640,14.2667,4.8190,16.3049,14.5652, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
10/2009,930.5453,15245.5910,1128.7929,15743.5782,89.4187,594.2869,8280.4944,128891.9769,930.5453,15245.5910,556.3051,12633.5987,41.7955,366.5571,8280.4944,128891.9769,541.4429,3968.2483,601.4425,3500.7437,48.5674,198.8616,4816.4530,33439.8338,782.2483,13163.8090,918.3976,14187.2410,73.3669,551.2373,6962.5114,112310.7674,930.5453,15245.5910,831.5570,14208.5756,85.8938,510.3332,8280.4944,128891.9769,0.5600,0.0555,15.3750,2.6486,18.9254,21.6636, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
11/2009,636.1805,7110.0115,770.7833,7647.5944,61.1500,543.2989,4616.0792,47961.2791,636.1805,7110.0115,375.7691,5243.7749,28.5591,224.7006,4616.0792,47961.2791,316.9411,1765.8691,332.1497,1628.7828,26.8632,182.3671,2312.6160,11590.0279,535.1011,7008.0077,628.9912,6616.9240,50.0790,473.5958,3884.0648,47710.4791,636.1805,7110.0115,563.4133,6497.8716,57.5591,382.6187,4616.0792,47961.2791,0.4295,0.0425,5.5450,5.4621,22.7633,27.1854, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
12/2009,195.5405,1803.2371,180.3209,1969.8863,14.7736,105.6867,1341.5585,11261.7580,195.5405,1803.2371,111.1588,1277.5697,8.8668,84.2647,1341.5585,11261.7580,98.8934,526.5043,82.5674,496.7493,6.8204,27.1220,678.7323,3247.8077,157.9219,1467.2794,140.9987,1510.0646,11.5818,86.4563,1083.1252,9138.1363,195.5405,1803.2371,157.2242,1634.7558,14.7736,102.8713,1341.5585,11261.7580,0.4288,0.0551,5.1125,5.4449,25.6599,30.0577, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
01/2010,62.9597,711.4954,48.6247,855.9819,4.0224,48.4506,458.3992,4522.7515,62.9597,711.4954,34.8693,511.4599,2.8868,45.4807,458.3992,4522.7515,32.9443,246.1882,23.2909,245.7199,1.9306,10.1818,239.7769,1569.4037,48.8246,631.3075,36.4103,755.1885,3.0145,40.8841,355.5203,4000.8191,62.9597,711.4954,47.6785,686.2530,4.0224,48.0453,458.3992,4522.7515,0.4200,0.0612,4.5250,5.6403,25.7359,32.8463, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
02/2010,31.0522,494.5795,21.7225,653.7761,1.7981,37.3249,236.1524,3236.5284,31.0522,494.5795,16.9238,388.3260,1.4243,35.5143,236.1524,3236.5284,16.4246,169.3526,10.5869,188.7195,0.8752,7.0306,124.7886,1107.5752,22.9997,444.3034,15.5079,577.5930,1.2828,32.1927,174.7951,2893.7727,31.0522,494.5795,21.7225,514.7155,1.7981,36.7761,236.1524,3236.5284,0.4875,0.0769,5.6000,5.7708,25.5188,34.7787, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
03/2010,207.8093,2218.8902,318.4198,5050.1773,24.1691,336.5908,1452.8924,14077.5827,207.8093,2218.8902,123.3494,3994.0468,9.0842,152.6192,1452.8924,14077.5827,142.2144,1344.8506,205.1593,1486.6164,15.7002,173.4091,994.8028,8577.1273,106.3670,1465.3094,138.7270,1611.1777,10.7436,146.3121,743.9928,9290.1031,207.8093,2218.8902,210.1897,4566.9956,19.9158,237.8107,1452.8924,14077.5827,0.5232,0.0613,7.8200,5.6267,23.9725,36.1479, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
04/2010,197.1389,2563.6349,226.2170,6050.5711,17.8883,295.1022,1407.1790,15428.2528,197.1389,2563.6349,113.7571,5280.2261,8.6737,166.2665,1407.1790,15428.2528,82.1750,624.3091,79.8748,603.8915,6.4132,75.2029,586.3018,4208.9193,115.0675,1081.7366,121.1060,1208.1030,9.6497,136.6495,821.7550,7232.4715,197.1389,2563.6349,173.8507,5673.8992,16.8642,225.9866,1407.1790,15428.2528,0.4296,0.0588,6.0875,5.7422,21.0221,35.1707, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
