ID,WL,U,V,Sal,Temp,TRACE_1,TRACE_2,TRACE_3
126,0.0650,0.0000,0.0000,10.1613,22.0000,0.0000,0.0000,0.0000
127,0.0650,0.0000,0.0000,10.2047,22.0000,0.0000,0.0000,0.0000
128,0.0650,0.0000,0.0000,10.0529,22.0000,0.0000,0.0000,0.0000
129,0.0650,0.0000,0.0000,10.0962,22.0000,0.0000,0.0000,0.0000
130,0.0650,0.0000,0.0000,10.1395,22.0000,0.0000,0.0000,0.0000
131,0.0650,0.0000,0.0000,10.1828,22.0000,0.0000,0.0000,0.0000
132,0.0650,0.0000,0.0000,10.2261,22.0000,0.0000,0.0000,0.0000
133,0.0650,0.0000,0.0000,10.0745,22.0000,0.0000,0.0000,0.0000
134,0.0650,0.0000,0.0000,10.1178,22.0000,0.0000,0.0000,0.0000
135,0.0650,0.0000,0.0000,10.1610,22.0000,0.0000,0.0000,0.0000
136,0.0650,0.0000,0.0000,10.2043,22.0000,0.0000,0.0000,0.0000
137,0.0650,0.0000,0.0000,10.2475,22.0000,0.0000,0.0000,0.0000
138,0.0650,0.0000,0.0000,10.0890,22.0000,0.0000,0.0000,0.0000
139,0.0650,0.0000,0.0000,10.1329,22.0000,0.0000,0.0000,0.0000
140,0.0650,0.0000,0.0000,10.1767,22.0000,0.0000,0.0000,0.0000
141,0.0650,0.0000,0.0000,10.2205,22.0000,0.0000,0.0000,0.0000
142,0.0650,0.0000,0.0000,10.2643,22.0000,0.0000,0.0000,0.0000
143,-20.0000,0.0000,0.0000,10.3006,22.0000,0.0000,0.0000,0.0000
144,-20.0000,0.0000,0.0000,10.3201,22.0000,0.0000,0.0000,0.0000
145,0.0650,0.0000,0.0000,10.0986,22.0000,0.0000,0.0000,0.0000
146,0.0650,0.0000,0.0000,10.1437,22.0000,0.0000,0.0000,0.0000
147,0.0650,0.0000,0.0000,10.1888,22.0000,0.0000,0.0000,0.0000
148,0.0650,0.0000,0.0000,10.2338,22.0000,0.0000,0.0000,0.0000
149,0.0650,0.0000,0.0000,10.2789,22.0000,0.0000,0.0000,0.0000
150,-20.0000,0.0000,0.0000,10.3190,22.0000,0.0000,0.0000,0.0000
151,-20.0000,0.0000,0.0000,10.3532,22.0000,0.0000,0.0000,0.0000
152,-20.0000,0.0000,0.0000,10.3557,22.0000,0.0000,0.0000,0.0000
153,-20.0000,0.0000,0.0000,10.3981,22.0000,0.0000,0.0000,0.0000
154,0.0650,0.0000,0.0000,10.1079,22.0000,0.0000,0.0000,0.0000
155,0.0650,0.0000,0.0000,10.1547,22.0000,0.0000,0.0000,0.0000
156,0.0650,0.0000,0.0000,10.2014,22.0000,0.0000,0.0000,0.0000
157,0.0650,0.0000,0.0000,10.2482,22.0000,0.0000,0.0000,0.0000
158,0.0650,0.0000,0.0000,10.2949,22.0000,0.0000,0.0000,0.0000
159,-20.0000,0.0000,0.0000,10.3366,22.0000,0.0000,0.0000,0.0000
160,-20.0000,0.0000,0.0000,10.3770,22.0000,0.0000,0.0000,0.0000
161,-20.0000,0.0000,0.0000,10.4217,22.0000,0.0000,0.0000,0.0000
162,-20.0000,0.0000,0.0000,10.4488,22.0000,0.0000,0.0000,0.0000
163,-20.0000,0.0000,0.0000,10.4664,22.0000,0.0000,0.0000,0.0000
164,-20.0000,0.0000,0.0000,10.4731,22.0000,0.0000,0.0000,0.0000
165,0.0650,0.0000,0.0000,10.1227,22.0000,0.0000,0.0000,0.0000
166,0.0650,0.0000,0.0000,10.1703,22.0000,0.0000,0.0000,0.0000
167,0.0650,0.0000,0.0000,10.2179,22.0000,0.0000,0.0000,0.0000
168,0.0650,0.0000,0.0000,10.2655,22.0000,0.0000,0.0000,0.0000
169,0.0650,0.0000,0.0000,10.3130,22.0000,0.0000,0.0000,0.0000
170,-20.0000,0.0000,0.0000,10.3565,22.0000,0.0000,0.0000,0.0000
171,-20.0000,0.0000,0.0000,10.3954,22.0000,0.0000,0.0000,0.0000
172,-20.0000,0.0000,0.0000,10.4422,22.0000,0.0000,0.0000,0.0000
173,-20.0000,0.0000,0.0000,10.4852,22.0000,0.0000,0.0000,0.0000
174,-20.0000,0.0000,0.0000,10.4974,22.0000,0.0000,0.0000,0.0000
175,-20.0000,0.0000,0.0000,10.5195,22.0000,0.0000,0.0000,0.0000
176,-20.0000,0.0000,0.0000,10.5223,22.0000,0.0000,0.0000,0.0000
177,-20.0000,0.0000,0.0000,10.5443,22.0000,0.0000,0.0000,0.0000
178,-20.0000,0.0000,0.0000,10.5444,22.0000,0.0000,0.0000,0.0000
179,0.0650,0.0000,0.0000,10.1598,22.0000,0.0000,0.0000,0.0000
180,0.0650,0.0000,0.0000,10.2038,22.0000,0.0000,0.0000,0.0000
181,0.0650,0.0000,0.0000,10.2478,22.0000,0.0000,0.0000,0.0000
182,0.0650,0.0000,0.0000,10.2918,22.0000,0.0000,0.0000,0.0000
183,0.0650,0.0000,0.0000,10.3358,22.0000,0.0000,0.0000,0.0000
184,-20.0000,0.0000,0.0000,10.3761,22.0000,0.0000,0.0000,0.0000
185,-20.0000,0.0000,0.0000,10.4180,22.0000,0.0000,0.0000,0.0000
186,-20.0000,0.0000,0.0000,10.4505,22.0000,0.0000,0.0000,0.0000
187,-20.0000,0.0000,0.0000,10.4895,22.0000,0.0000,0.0000,0.0000
188,-20.0000,0.0000,0.0000,10.5094,22.0000,0.0000,0.0000,0.0000
189,-20.0000,0.0000,0.0000,10.5534,22.0000,0.0000,0.0000,0.0000
190,-20.0000,0.0000,0.0000,10.5867,22.0000,0.0000,0.0000,0.0000
191,-20.0000,0.0000,0.0000,10.6115,22.0000,0.0000,0.0000,0.0000
192,-20.0000,0.0000,0.0000,10.5747,22.0000,0.0000,0.0000,0.0000
193,-20.0000,0.0000,0.0000,10.6038,22.0000,0.0000,0.0000,0.0000
194,-20.0000,0.0000,0.0000,10.5933,22.0000,0.0000,0.0000,0.0000
195,-20.0000,0.0000,0.0000,10.6489,22.0000,0.0000,0.0000,0.0000
196,-20.0000,0.0000,0.0000,10.5963,22.0000,0.0000,0.0000,0.0000
197,-20.0000,0.0000,0.0000,10.6240,22.0000,0.0000,0.0000,0.0000
198,0.0650,0.0000,0.0000,10.2195,22.0000,0.0000,0.0000,0.0000
199,0.0650,0.0000,0.0000,10.2557,22.0000,0.0000,0.0000,0.0000
200,0.0650,0.0000,0.0000,10.2919,22.0000,0.0000,0.0000,0.0000
201,0.0650,0.0000,0.0000,10.3281,22.0000,0.0000,0.0000,0.0000
202,0.0650,0.0000,0.0000,10.3643,22.0000,0.0000,0.0000,0.0000
203,-20.0000,0.0000,0.0000,10.4027,22.0000,0.0000,0.0000,0.0000
204,-20.0000,0.0000,0.0000,10.4318,22.0000,0.0000,0.0000,0.0000
205,-20.0000,0.0000,0.0000,10.4679,22.0000,0.0000,0.0000,0.0000
206,-20.0000,0.0000,0.0000,10.5286,22.0000,0.0000,0.0000,0.0000
207,-20.0000,0.0000,0.0000,10.5695,22.0000,0.0000,0.0000,0.0000
208,-20.0000,0.0000,0.0000,10.5196,22.0000,0.0000,0.0000,0.0000
209,-20.0000,0.0000,0.0000,10.6187,22.0000,0.0000,0.0000,0.0000
210,-20.0000,0.0000,0.0000,10.6581,22.0000,0.0000,0.0000,0.0000
211,-20.0000,0.0000,0.0000,10.6400,22.0000,0.0000,0.0000,0.0000
212,-20.0000,0.0000,0.0000,10.6999,22.0000,0.0000,0.0000,0.0000
213,-20.0000,0.0000,0.0000,10.6760,22.0000,0.0000,0.0000,0.0000
214,-20.0000,0.0000,0.0000,10.6895,22.0000,0.0000,0.0000,0.0000
215,-20.0000,0.0000,0.0000,10.6349,22.0000,0.0000,0.0000,0.0000
216,-20.0000,0.0000,0.0000,10.6940,22.0000,0.0000,0.0000,0.0000
217,-20.0000,0.0000,0.0000,10.7368,22.0000,0.0000,0.0000,0.0000
218,-20.0000,0.0000,0.0000,10.7355,22.0000,0.0000,0.0000,0.0000
219,-20.0000,0.0000,0.0000,10.6636,22.0000,0.0000,0.0000,0.0000
220,-20.0000,0.0000,0.0000,10.7010,22.0000,0.0000,0.0000,0.0000
221,-20.0000,0.0000,0.0000,10.7061,22.0000,0.0000,0.0000,0.0000
222,0.0650,0.0000,0.0000,10.2893,22.0000,0.0000,0.0000,0.0000
223,0.0650,0.0000,0.0000,10.3164,22.0000,0.0000,0.0000,0.0000
224,0.0650,0.0000,0.0000,10.3436,22.0000,0.0000,0.0000,0.0000
225,0.0650,0.0000,0.0000,10.3707,22.0000,0.0000,0.0000,0.0000
226,0.0650,0.0000,0.0000,10.3978,22.0000,0.0000,0.0000,0.0000
227,-20.0000,0.0000,0.0000,10.4208,22.0000,0.0000,0.0000,0.0000
228,-20.0000,0.0000,0.0000,10.4586,22.0000,0.0000,0.0000,0.0000
229,-20.0000,0.0000,0.0000,10.5096,22.0000,0.0000,0.0000,0.0000
230,-20.0000,0.0000,0.0000,10.5606,22.0000,0.0000,0.0000,0.0000
231,-20.0000,0.0000,0.0000,10.5976,22.0000,0.0000,0.0000,0.0000
232,-20.0000,0.0000,0.0000,10.6467,22.0000,0.0000,0.0000,0.0000
233,-20.0000,0.0000,0.0000,10.5636,22.0000,0.0000,0.0000,0.0000
234,-20.0000,0.0000,0.0000,10.6949,22.0000,0.0000,0.0000,0.0000
235,-20.0000,0.0000,0.0000,10.7519,22.0000,0.0000,0.0000,0.0000
236,-20.0000,0.0000,0.0000,10.7649,22.0000,0.0000,0.0000,0.0000
237,-20.0000,0.0000,0.0000,10.6665,22.0000,0.0000,0.0000,0.0000
238,-20.0000,0.0000,0.0000,10.7243,22.0000,0.0000,0.0000,0.0000
239,-20.0000,0.0000,0.0000,10.7765,22.0000,0.0000,0.0000,0.0000
240,-20.0000,0.0000,0.0000,10.7918,22.0000,0.0000,0.0000,0.0000
241,-20.0000,0.0000,0.0000,10.7869,22.0000,0.0000,0.0000,0.0000
242,-20.0000,0.0000,0.0000,10.8043,22.0000,0.0000,0.0000,0.0000
243,-20.0000,0.0000,0.0000,10.8099,22.0000,0.0000,0.0000,0.0000
244,-20.0000,0.0000,0.0000,10.7364,22.0000,0.0000,0.0000,0.0000
245,-20.0000,0.0000,0.0000,10.7694,22.0000,0.0000,0.0000,0.0000
246,0.0650,0.0000,0.0000,10.3699,22.0000,0.0000,0.0000,0.0000
247,0.0650,0.0000,0.0000,10.3888,22.0000,0.0000,0.0000,0.0000
248,0.0650,0.0000,0.0000,10.4076,22.0000,0.0000,0.0000,0.0000
249,0.0650,0.0000,0.0000,10.4265,22.0000,0.0000,0.0000,0.0000
250,0.0650,0.0000,0.0000,10.4454,22.0000,0.0000,0.0000,0.0000
251,0.0650,0.0000,0.0000,10.5042,22.0000,0.0000,0.0000,0.0000
252,0.0650,0.0000,0.0000,10.5639,22.0000,0.0000,0.0000,0.0000
253,-20.0000,0.0000,0.0000,10.6165,22.0000,0.0000,0.0000,0.0000
254,-20.0000,0.0000,0.0000,10.6658,22.0000,0.0000,0.0000,0.0000
255,-20.0000,0.0000,0.0000,10.7074,22.0000,0.0000,0.0000,0.0000
256,-20.0000,0.0000,0.0000,10.7360,22.0000,0.0000,0.0000,0.0000
257,0.0650,0.0000,0.0000,10.6220,22.0000,0.0000,0.0000,0.0000
258,-20.0000,0.0000,0.0000,10.7785,22.0000,0.0000,0.0000,0.0000
259,-20.0000,0.0000,0.0000,10.8217,22.0000,0.0000,0.0000,0.0000
260,-20.0000,0.0000,0.0000,10.8091,22.0000,0.0000,0.0000,0.0000
261,-20.0000,0.0000,0.0000,10.8329,22.0000,0.0000,0.0000,0.0000
262,-20.0000,0.0000,0.0000,10.6929,22.0000,0.0000,0.0000,0.0000
263,-20.0000,0.0000,0.0000,10.7440,22.0000,0.0000,0.0000,0.0000
264,-20.0000,0.0000,0.0000,10.8078,22.0000,0.0000,0.0000,0.0000
265,0.0650,0.0000,0.0000,10.8497,22.0000,0.0000,0.0000,0.0000
266,0.0650,0.0000,0.0000,10.8535,22.0000,0.0000,0.0000,0.0000
267,0.0650,0.0000,0.0000,10.8668,22.0000,0.0000,0.0000,0.0000
268,0.0650,0.0000,0.0000,10.8599,22.0000,0.0000,0.0000,0.0000
269,0.0650,0.0000,0.0000,10.8736,22.0000,0.0000,0.0000,0.0000
270,0.0650,0.0000,0.0000,10.4593,22.0000,0.0000,0.0000,0.0000
271,0.0650,0.0000,0.0000,10.4705,22.0000,0.0000,0.0000,0.0000
272,0.0650,0.0000,0.0000,10.4817,22.0000,0.0000,0.0000,0.0000
273,0.0650,0.0000,0.0000,10.4930,22.0000,0.0000,0.0000,0.0000
274,0.0650,0.0000,0.0000,10.5604,22.0000,0.0000,0.0000,0.0000
275,0.0650,0.0000,0.0000,10.6258,22.0000,0.0000,0.0000,0.0000
276,0.0650,0.0000,0.0000,10.6762,22.0000,0.0000,0.0000,0.0000
277,0.0650,0.0000,0.0000,10.7264,22.0000,0.0000,0.0000,0.0000
278,0.0650,0.0000,0.0000,10.7749,22.0000,0.0000,0.0000,0.0000
279,0.0650,0.0000,0.0000,10.8199,22.0000,0.0000,0.0000,0.0000
280,0.0650,0.0000,0.0000,10.6864,22.0000,0.0000,0.0000,0.0000
281,0.0650,0.0000,0.0000,10.8544,22.0000,0.0000,0.0000,0.0000
282,0.0650,0.0000,0.0000,10.8727,22.0000,0.0000,0.0000,0.0000
283,-20.0000,0.0000,0.0000,10.7250,22.0000,0.0000,0.0000,0.0000
284,-20.0000,0.0000,0.0000,10.7671,22.0000,0.0000,0.0000,0.0000
285,-20.0000,0.0000,0.0000,10.8092,22.0000,0.0000,0.0000,0.0000
286,0.0650,0.0000,0.0000,10.8845,22.0000,0.0000,0.0000,0.0000
287,-20.0000,0.0000,0.0000,10.8388,22.0000,0.0000,0.0000,0.0000
288,0.0650,0.0000,0.0000,10.9002,22.0000,0.0000,0.0000,0.0000
289,0.0650,0.0000,0.0000,10.9060,22.0000,0.0000,0.0000,0.0000
290,0.0650,0.0000,0.0000,10.9067,22.0000,0.0000,0.0000,0.0000
291,0.0650,0.0000,0.0000,10.9200,22.0000,0.0000,0.0000,0.0000
292,0.0650,0.0000,0.0000,10.9382,22.0000,0.0000,0.0000,0.0000
293,0.0650,0.0000,0.0000,10.9185,22.0000,0.0000,0.0000,0.0000
294,0.0650,0.0000,0.0000,10.9169,22.0000,0.0000,0.0000,0.0000
295,0.0650,0.0000,0.0000,10.5501,22.0000,0.0000,0.0000,0.0000
296,0.0650,0.0000,0.0000,10.5536,22.0000,0.0000,0.0000,0.0000
297,0.0650,0.0000,0.0000,10.5570,22.0000,0.0000,0.0000,0.0000
298,0.0650,0.0000,0.0000,10.6295,22.0000,0.0000,0.0000,0.0000
299,0.0650,0.0000,0.0000,10.6966,22.0000,0.0000,0.0000,0.0000
300,0.0650,0.0000,0.0000,10.7430,22.0000,0.0000,0.0000,0.0000
301,0.0650,0.0000,0.0000,10.8001,22.0000,0.0000,0.0000,0.0000
302,0.0650,0.0000,0.0000,10.8545,22.0000,0.0000,0.0000,0.0000
303,0.0650,0.0000,0.0000,10.8955,22.0000,0.0000,0.0000,0.0000
304,0.0650,0.0000,0.0000,10.7597,22.0000,0.0000,0.0000,0.0000
305,-20.0000,0.0000,0.0000,10.7645,22.0000,0.0000,0.0000,0.0000
306,-20.0000,0.0000,0.0000,10.8130,22.0000,0.0000,0.0000,0.0000
307,0.0650,0.0000,0.0000,10.9044,22.0000,0.0000,0.0000,0.0000
308,-20.0000,0.0000,0.0000,10.8551,22.0000,0.0000,0.0000,0.0000
309,0.0650,0.0000,0.0000,10.9587,22.0000,0.0000,0.0000,0.0000
310,0.0650,0.0000,0.0000,10.9506,22.0000,0.0000,0.0000,0.0000
311,0.0650,0.0000,0.0000,10.9585,22.0000,0.0000,0.0000,0.0000
312,0.0650,0.0000,0.0000,10.9535,22.0000,0.0000,0.0000,0.0000
313,0.0650,0.0000,0.0000,10.9732,22.0000,0.0000,0.0000,0.0000
314,0.0650,0.0000,0.0000,10.9633,22.0000,0.0000,0.0000,0.0000
315,0.0650,0.0000,0.0000,10.9919,22.0000,0.0000,0.0000,0.0000
316,0.0650,0.0000,0.0000,11.0130,22.0000,0.0000,0.0000,0.0000
317,0.0650,0.0000,0.0000,10.9612,22.0000,0.0000,0.0000,0.0000
318,0.0650,0.0000,0.0000,10.9367,22.0000,0.0000,0.0000,0.0000
319,0.0650,0.0000,0.0000,10.6371,22.0000,0.0000,0.0000,0.0000
320,0.0650,0.0000,0.0000,10.6333,22.0000,0.0000,0.0000,0.0000
321,0.0650,0.0000,0.0000,10.7067,22.0000,0.0000,0.0000,0.0000
322,0.0650,0.0000,0.0000,10.7763,22.0000,0.0000,0.0000,0.0000
323,0.0650,0.0000,0.0000,10.8253,22.0000,0.0000,0.0000,0.0000
324,0.0650,0.0000,0.0000,10.8892,22.0000,0.0000,0.0000,0.0000
325,0.0650,0.0000,0.0000,10.8505,22.0000,0.0000,0.0000,0.0000
326,-20.0000,0.0000,0.0000,10.7874,22.0000,0.0000,0.0000,0.0000
327,-20.0000,0.0000,0.0000,10.8357,22.0000,0.0000,0.0000,0.0000
328,0.0650,0.0000,0.0000,10.9286,22.0000,0.0000,0.0000,0.0000
329,-20.0000,0.0000,0.0000,10.8853,22.0000,0.0000,0.0000,0.0000
