ID,WL,U,V,Sal,Temp,TRACE_1,TRACE_2,TRACE_3
155,0.065,0,0,30.0,22.0,0,0,0
156,0.065,0,0,30.0,22.0,0,0,0
157,0.065,0,0,30.0,22.0,0,0,0
158,0.065,0,0,30.0,22.0,0,0,0
159,0.065,0,0,30.0,22.0,0,0,0
160,0.065,0,0,30.0,22.0,0,0,0
161,0.065,0,0,30.0,22.0,0,0,0
162,0.065,0,0,30.0,22.0,0,0,0
163,0.065,0,0,30.0,22.0,0,0,0
164,0.065,0,0,30.0,22.0,0,0,0
165,0.065,0,0,30.0,22.0,0,0,0
166,0.065,0,0,30.0,22.0,0,0,0
167,0.065,0,0,30.0,22.0,0,0,0
168,0.065,0,0,30.0,22.0,0,0,0
169,0.065,0,0,30.0,22.0,0,0,0
170,0.065,0,0,30.0,22.0,0,0,0
171,0.065,0,0,30.0,22.0,0,0,0
172,0.065,0,0,30.0,22.0,0,0,0
173,0.065,0,0,30.0,22.0,0,0,0
174,0.065,0,0,30.0,22.0,0,0,0
175,0.065,0,0,30.0,22.0,0,0,0
176,0.065,0,0,30.0,22.0,0,0,0
177,0.065,0,0,30.0,22.0,0,0,0
178,0.065,0,0,30.0,22.0,0,0,0
179,0.065,0,0,30.0,22.0,0,0,0
180,0.065,0,0,30.0,22.0,0,0,0
181,0.065,0,0,30.0,22.0,0,0,0
182,0.065,0,0,30.0,22.0,0,0,0
183,0.065,0,0,30.0,22.0,0,0,0
184,0.065,0,0,30.0,22.0,0,0,0
185,0.065,0,0,30.0,22.0,0,0,0
186,0.065,0,0,30.0,22.0,0,0,0
187,0.065,0,0,30.0,22.0,0,0,0
188,0.065,0,0,30.0,22.0,0,0,0
189,0.065,0,0,30.0,22.0,0,0,0
190,0.065,0,0,30.0,22.0,0,0,0
191,0.065,0,0,30.0,22.0,0,0,0
192,0.065,0,0,30.0,22.0,0,0,0
193,0.065,0,0,30.0,22.0,0,0,0
194,0.065,0,0,30.0,22.0,0,0,0
195,0.065,0,0,30.0,22.0,0,0,0
196,0.065,0,0,30.0,22.0,0,0,0
197,0.065,0,0,30.0,22.0,0,0,0
198,0.065,0,0,30.0,22.0,0,0,0
199,0.065,0,0,30.0,22.0,0,0,0
200,0.065,0,0,30.0,22.0,0,0,0
201,0.065,0,0,30.0,22.0,0,0,0
202,0.065,0,0,30.0,22.0,0,0,0
203,0.065,0,0,30.0,22.0,0,0,0
204,0.065,0,0,30.0,22.0,0,0,0
205,0.065,0,0,30.0,22.0,0,0,0
206,0.065,0,0,30.0,22.0,0,0,0
207,0.065,0,0,30.0,22.0,0,0,0
208,0.065,0,0,30.0,22.0,0,0,0
209,0.065,0,0,30.0,22.0,0,0,0
210,0.065,0,0,30.0,22.0,0,0,0
211,0.065,0,0,30.0,22.0,0,0,0
212,0.065,0,0,30.0,22.0,0,0,0
213,0.065,0,0,30.0,22.0,0,0,0
214,0.065,0,0,30.0,22.0,0,0,0
215,0.065,0,0,30.0,22.0,0,0,0
216,0.065,0,0,30.0,22.0,0,0,0
217,0.065,0,0,30.0,22.0,0,0,0
218,0.065,0,0,30.0,22.0,0,0,0
219,0.065,0,0,29.7636,22.0,0,0,0
220,0.065,0,0,29.731,22.0,0,0,0
221,0.065,0,0,29.6983,22.0,0,0,0
222,0.065,0,0,29.6657,22.0,0,0,0
223,0.065,0,0,29.5276,22.0,0,0,0
224,0.065,0,0,29.4591,22.0,0,0,0
225,0.065,0,0,29.3907,22.0,0,0,0
226,0.065,0,0,29.3222,22.0,0,0,0
227,0.065,0,0,29.3014,22.0,0,0,0
228,0.065,0,0,29.1982,22.0,0,0,0
229,0.065,0,0,29.095,22.0,0,0,0
230,0.065,0,0,28.9918,22.0,0,0,0
231,0.065,0,0,29.1145,22.0,0,0,0
232,0.065,0,0,28.9887,22.0,0,0,0
233,0.065,0,0,28.8629,22.0,0,0,0
234,0.065,0,0,28.737,22.0,0,0,0
235,0.065,0,0,28.9734,22.0,0,0,0
236,0.065,0,0,28.8281,22.0,0,0,0
237,0.065,0,0,28.693,22.0,0,0,0
238,0.065,0,0,28.5603,22.0,0,0,0
239,0.065,0,0,28.8995,22.0,0,0,0
240,0.065,0,0,28.7442,22.0,0,0,0
241,0.065,0,0,28.5889,22.0,0,0,0
242,0.065,0,0,28.4336,22.0,0,0,0
243,0.065,0,0,28.8737,22.0,0,0,0
244,0.065,0,0,28.6968,22.0,0,0,0
245,0.065,0,0,28.5198,22.0,0,0,0
246,0.065,0,0,28.3428,22.0,0,0,0
247,0.065,0,0,28.892,22.0,0,0,0
248,0.065,0,0,28.698,22.0,0,0,0
249,0.065,0,0,28.5041,22.0,0,0,0
250,0.065,0,0,28.3101,22.0,0,0,0
251,0.065,0,0,28.9635,22.0,0,0,0
252,0.065,0,0,28.781,22.0,0,0,0
253,0.065,0,0,28.5811,22.0,0,0,0
254,0.065,0,0,28.3811,22.0,0,0,0
255,0.065,0,0,29.0171,22.0,0,0,0
256,0.065,0,0,28.8679,22.0,0,0,0
257,0.065,0,0,28.7187,22.0,0,0,0
258,0.065,0,0,28.5696,22.0,0,0,0
259,0.065,0,0,29.0918,22.0,0,0,0
260,0.065,0,0,28.9733,22.0,0,0,0
261,0.065,0,0,28.8548,22.0,0,0,0
262,0.065,0,0,28.7363,22.0,0,0,0
263,0.065,0,0,29.1577,22.0,0,0,0
264,0.065,0,0,29.0667,22.0,0,0,0
265,0.065,0,0,28.9758,22.0,0,0,0
266,0.065,0,0,28.8849,22.0,0,0,0
267,0.065,0,0,29.1912,22.0,0,0,0
268,0.065,0,0,29.1124,22.0,0,0,0
269,0.065,0,0,29.0336,22.0,0,0,0
270,0.065,0,0,28.9549,22.0,0,0,0
271,0.065,0,0,29.1672,22.0,0,0,0
272,0.065,0,0,29.0857,22.0,0,0,0
273,0.065,0,0,29.0042,22.0,0,0,0
274,0.065,0,0,28.9227,22.0,0,0,0
275,0.065,0,0,29.074,22.0,0,0,0
276,0.065,0,0,28.9918,22.0,0,0,0
277,0.065,0,0,28.9095,22.0,0,0,0
278,0.065,0,0,28.8273,22.0,0,0,0
279,0.065,0,0,28.9003,22.0,0,0,0
280,0.065,0,0,28.8267,22.0,0,0,0
281,0.065,0,0,28.7532,22.0,0,0,0
282,0.065,0,0,28.6797,22.0,0,0,0
283,0.065,0,0,28.6641,22.0,0,0,0
284,0.065,0,0,28.6094,22.0,0,0,0
285,0.065,0,0,28.5547,22.0,0,0,0
286,0.065,0,0,28.5,22.0,0,0,0
287,0.065,0,0,28.3896,22.0,0,0,0
288,0.065,0,0,28.3576,22.0,0,0,0
289,0.065,0,0,28.3255,22.0,0,0,0
290,0.065,0,0,28.2934,22.0,0,0,0
291,0.065,0,0,28.0744,22.0,0,0,0
292,0.065,0,0,28.0564,22.0,0,0,0
293,0.065,0,0,28.0384,22.0,0,0,0
294,0.065,0,0,28.0204,22.0,0,0,0
295,0.065,0,0,27.7313,22.0,0,0,0
296,0.065,0,0,27.7193,22.0,0,0,0
297,0.065,0,0,27.7074,22.0,0,0,0
298,0.065,0,0,27.6954,22.0,0,0,0
299,0.065,0,0,27.3891,22.0,0,0,0
300,0.065,0,0,27.3835,22.0,0,0,0
301,0.065,0,0,27.378,22.0,0,0,0
302,0.065,0,0,27.3725,22.0,0,0,0
303,0.065,0,0,27.0472,22.0,0,0,0
304,0.065,0,0,27.0484,22.0,0,0,0
305,0.065,0,0,27.0497,22.0,0,0,0
306,0.065,0,0,27.0509,22.0,0,0,0
307,0.065,0,0,26.6996,22.0,0,0,0
308,0.065,0,0,26.7071,22.0,0,0,0
309,0.065,0,0,26.7145,22.0,0,0,0
310,0.065,0,0,26.7219,22.0,0,0,0
311,0.065,0,0,25.0,22.0,0,0,0
312,0.065,0,0,26.3637,22.0,0,0,0
313,0.065,0,0,26.3772,22.0,0,0,0
314,0.065,0,0,26.3907,22.0,0,0,0
315,0.065,0,0,25.0,22.0,0,0,0
316,0.065,0,0,26.1361,22.0,0,0,0
317,0.065,0,0,26.1624,22.0,0,0,0
318,0.065,0,0,26.1886,22.0,0,0,0
319,0.065,0,0,25.9691,22.0,0,0,0
320,0.065,0,0,26.0143,22.0,0,0,0
321,0.065,0,0,26.0596,22.0,0,0,0
322,0.065,0,0,26.1048,22.0,0,0,0
323,0.065,0,0,25.8303,22.0,0,0,0
324,0.065,0,0,25.894,22.0,0,0,0
325,0.065,0,0,25.9577,22.0,0,0,0
326,0.065,0,0,26.0214,22.0,0,0,0
327,0.065,0,0,25.6975,22.0,0,0,0
328,0.065,0,0,25.7813,22.0,0,0,0
329,0.065,0,0,25.8651,22.0,0,0,0
330,0.065,0,0,25.9488,22.0,0,0,0
331,0.065,0,0,25.6067,22.0,0,0,0
332,0.065,0,0,25.7053,22.0,0,0,0
333,0.065,0,0,25.804,22.0,0,0,0
334,0.065,0,0,25.9025,22.0,0,0,0
335,0.065,0,0,25.5624,22.0,0,0,0
336,0.065,0,0,25.668,22.0,0,0,0
337,0.065,0,0,25.7735,22.0,0,0,0
338,0.065,0,0,25.8791,22.0,0,0,0
339,0.065,0,0,25.5592,22.0,0,0,0
340,0.065,0,0,25.6764,22.0,0,0,0
341,0.065,0,0,25.4505,22.0,0,0,0
342,0.065,0,0,25.7936,22.0,0,0,0
343,0.065,0,0,25.8992,22.0,0,0,0
344,0.065,0,0,25.6113,22.0,0,0,0
345,0.065,0,0,25.7112,22.0,0,0,0
346,0.065,0,0,25.5039,22.0,0,0,0
347,0.065,0,0,25.811,22.0,0,0,0
348,0.065,0,0,25.3284,22.0,0,0,0
349,0.065,0,0,25.3754,22.0,0,0,0
350,0.065,0,0,25.9108,22.0,0,0,0
351,0.065,0,0,25.6598,22.0,0,0,0
352,0.065,0,0,25.75,22.0,0,0,0
353,0.065,0,0,25.8403,22.0,0,0,0
354,0.065,0,0,25.9305,22.0,0,0,0
355,0.065,0,0,25.2107,22.0,0,0,0
356,0.065,0,0,25.2282,22.0,0,0,0
357,0.065,0,0,25.7089,22.0,0,0,0
358,0.065,0,0,25.7952,22.0,0,0,0
359,0.065,0,0,25.8815,22.0,0,0,0
360,0.065,0,0,25.9677,22.0,0,0,0
361,0.065,0,0,25.0965,22.0,0,0,0
362,0.065,0,0,25.7559,22.0,0,0,0
363,0.065,0,0,25.8392,22.0,0,0,0
364,0.065,0,0,25.9225,22.0,0,0,0
365,0.065,0,0,26.0059,22.0,0,0,0
366,0.065,0,0,24.9821,22.0,0,0,0
367,0.065,0,0,25.7989,22.0,0,0,0
368,0.065,0,0,25.8797,22.0,0,0,0
369,0.065,0,0,25.9604,22.0,0,0,0
370,0.065,0,0,26.0412,22.0,0,0,0
371,0.065,0,0,24.8829,22.0,0,0,0
372,0.065,0,0,25.8767,22.0,0,0,0
373,0.065,0,0,25.9533,22.0,0,0,0
374,0.065,0,0,26.0299,22.0,0,0,0
375,0.065,0,0,26.1065,22.0,0,0,0
376,0.065,0,0,24.7994,22.0,0,0,0
377,0.065,0,0,25.995,22.0,0,0,0
378,0.065,0,0,26.0589,22.0,0,0,0
379,0.065,0,0,26.1228,22.0,0,0,0
380,0.065,0,0,26.1866,22.0,0,0,0
381,0.065,0,0,24.7337,22.0,0,0,0
382,0.065,0,0,26.0925,22.0,0,0,0
383,0.065,0,0,26.1439,22.0,0,0,0
384,0.065,0,0,26.1953,22.0,0,0,0
385,0.065,0,0,26.2467,22.0,0,0,0
386,0.065,0,0,24.7147,22.0,0,0,0
387,0.065,0,0,26.1154,22.0,0,0,0
388,0.065,0,0,26.1646,22.0,0,0,0
389,0.065,0,0,26.2138,22.0,0,0,0
390,0.065,0,0,26.263,22.0,0,0,0
391,0.065,0,0,24.7419,22.0,0,0,0
392,0.065,0,0,26.0859,22.0,0,0,0
393,0.065,0,0,26.1361,22.0,0,0,0
394,0.065,0,0,26.1863,22.0,0,0,0
395,0.065,0,0,26.2365,22.0,0,0,0
396,0.065,0,0,24.7914,22.0,0,0,0
397,0.065,0,0,26.0045,22.0,0,0,0
398,0.065,0,0,26.0563,22.0,0,0,0
399,0.065,0,0,26.1082,22.0,0,0,0
400,0.065,0,0,26.16,22.0,0,0,0
401,0.065,0,0,24.8601,22.0,0,0,0
402,0.065,0,0,25.8839,22.0,0,0,0
403,0.065,0,0,25.9334,22.0,0,0,0
404,0.065,0,0,25.9829,22.0,0,0,0
405,0.065,0,0,26.0324,22.0,0,0,0
406,0.065,0,0,24.8892,22.0,0,0,0
407,0.065,0,0,25.6909,22.0,0,0,0
408,0.065,0,0,25.7357,22.0,0,0,0
409,0.065,0,0,25.7805,22.0,0,0,0
410,0.065,0,0,25.8253,22.0,0,0,0
411,0.065,0,0,24.8846,22.0,0,0,0
412,0.065,0,0,25.4437,22.0,0,0,0
413,0.065,0,0,25.478,22.0,0,0,0
414,0.065,0,0,25.5124,22.0,0,0,0
415,0.065,0,0,25.5467,22.0,0,0,0
416,0.065,0,0,24.9079,22.0,0,0,0
417,0.065,0,0,25.2342,22.0,0,0,0
418,0.065,0,0,25.2575,22.0,0,0,0
419,0.065,0,0,25.2808,22.0,0,0,0
420,0.065,0,0,25.3041,22.0,0,0,0
421,0.065,0,0,24.9487,22.0,0,0,0
422,0.065,0,0,25.0667,22.0,0,0,0
423,0.065,0,0,25.0809,22.0,0,0,0
424,0.065,0,0,25.0952,22.0,0,0,0
425,0.065,0,0,25.1094,22.0,0,0,0
426,0.065,0,0,24.9934,22.0,0,0,0
427,0.065,0,0,24.8929,22.0,0,0,0
428,0.065,0,0,24.902,22.0,0,0,0
429,0.065,0,0,24.9068,22.0,0,0,0
430,0.065,0,0,24.911,22.0,0,0,0
431,0.065,0,0,24.9201,22.0,0,0,0
432,0.065,0,0,25.0241,22.0,0,0,0
433,0.065,0,0,24.666,22.0,0,0,0
434,0.065,0,0,24.668,22.0,0,0,0
435,0.065,0,0,24.67,22.0,0,0,0
436,0.065,0,0,24.9589,22.0,0,0,0
437,0.065,0,0,24.672,22.0,0,0,0
438,0.065,0,0,25.0448,22.0,0,0,0
439,0.065,0,0,24.3888,22.0,0,0,0
440,0.065,0,0,24.3803,22.0,0,0,0
441,0.065,0,0,24.3718,22.0,0,0,0
442,0.065,0,0,24.3634,22.0,0,0,0
443,0.065,0,0,25.0182,22.0,0,0,0
444,0.065,0,0,25.0495,22.0,0,0,0
445,0.065,0,0,24.1158,22.0,0,0,0
446,0.065,0,0,24.0967,22.0,0,0,0
447,0.065,0,0,24.0777,22.0,0,0,0
448,0.065,0,0,24.0586,22.0,0,0,0
449,0.065,0,0,23.8249,22.0,0,0,0
450,0.065,0,0,23.7972,22.0,0,0,0
451,0.065,0,0,23.7694,22.0,0,0,0
452,0.065,0,0,23.7417,22.0,0,0,0
453,0.065,0,0,23.5189,22.0,0,0,0
454,0.065,0,0,23.4844,22.0,0,0,0
455,0.065,0,0,23.4499,22.0,0,0,0
456,0.065,0,0,23.4155,22.0,0,0,0
457,0.065,0,0,23.2268,22.0,0,0,0
458,0.065,0,0,23.1871,22.0,0,0,0
459,0.065,0,0,23.1474,22.0,0,0,0
460,0.065,0,0,23.1078,22.0,0,0,0
461,0.065,0,0,22.9753,22.0,0,0,0
462,0.065,0,0,22.9351,22.0,0,0,0
463,0.065,0,0,22.8949,22.0,0,0,0
464,0.065,0,0,22.8546,22.0,0,0,0
465,0.065,0,0,22.7558,22.0,0,0,0
466,0.065,0,0,22.717,22.0,0,0,0
467,0.065,0,0,22.6783,22.0,0,0,0
468,0.065,0,0,22.6395,22.0,0,0,0
469,0.065,0,0,22.537,22.0,0,0,0
470,0.065,0,0,22.4969,22.0,0,0,0
471,0.065,0,0,22.4568,22.0,0,0,0
472,0.065,0,0,22.4167,22.0,0,0,0
473,0.065,0,0,22.3257,22.0,0,0,0
474,0.065,0,0,22.283,22.0,0,0,0
475,0.065,0,0,22.2403,22.0,0,0,0
476,0.065,0,0,22.1976,22.0,0,0,0
477,0.065,0,0,22.1627,22.0,0,0,0
478,0.065,0,0,22.1177,22.0,0,0,0
479,0.065,0,0,22.0726,22.0,0,0,0
480,0.065,0,0,22.0276,22.0,0,0,0
481,0.065,0,0,22.0424,22.0,0,0,0
482,0.065,0,0,21.9952,22.0,0,0,0
483,0.065,0,0,21.9481,22.0,0,0,0
484,0.065,0,0,21.901,22.0,0,0,0
485,0.065,0,0,21.9074,22.0,0,0,0
486,0.065,0,0,21.8598,22.0,0,0,0
487,0.065,0,0,21.8123,22.0,0,0,0
488,0.065,0,0,21.7648,22.0,0,0,0
489,0.065,0,0,21.7285,22.0,0,0,0
490,0.065,0,0,21.7583,22.0,0,0,0
491,0.065,0,0,21.7121,22.0,0,0,0
492,0.065,0,0,21.6658,22.0,0,0,0
493,0.065,0,0,21.6196,22.0,0,0,0
494,0.065,0,0,21.5852,22.0,0,0,0
495,0.065,0,0,21.7026,22.0,0,0,0
496,0.065,0,0,21.5608,22.0,0,0,0
497,0.065,0,0,21.6092,22.0,0,0,0
498,0.065,0,0,21.5643,22.0,0,0,0
499,0.065,0,0,21.5194,22.0,0,0,0
500,0.065,0,0,21.4744,22.0,0,0,0
501,0.065,0,0,21.4422,22.0,0,0,0
502,0.065,0,0,21.4199,22.0,0,0,0
503,0.065,0,0,21.6757,22.0,0,0,0
504,0.065,0,0,21.5351,22.0,0,0,0
505,0.065,0,0,21.3959,22.0,0,0,0
506,0.065,0,0,21.4332,22.0,0,0,0
507,0.065,0,0,21.3774,22.0,0,0,0
508,0.065,0,0,21.3216,22.0,0,0,0
509,0.065,0,0,21.2744,22.0,0,0,0
510,0.065,0,0,21.2763,22.0,0,0,0
511,0.065,0,0,21.2249,22.0,0,0,0
512,0.065,0,0,21.1735,22.0,0,0,0
513,0.065,0,0,21.122,22.0,0,0,0
514,0.065,0,0,21.1129,22.0,0,0,0
515,0.065,0,0,21.0645,22.0,0,0,0
516,0.065,0,0,21.0161,22.0,0,0,0
517,0.065,0,0,20.9677,22.0,0,0,0
518,0.065,0,0,20.9757,22.0,0,0,0
519,0.065,0,0,20.931,22.0,0,0,0
520,0.065,0,0,20.8864,22.0,0,0,0
521,0.065,0,0,20.8417,22.0,0,0,0
522,0.065,0,0,20.8698,22.0,0,0,0
523,0.065,0,0,20.8301,22.0,0,0,0
524,0.065,0,0,20.7904,22.0,0,0,0
525,0.065,0,0,20.7507,22.0,0,0,0
526,0.065,0,0,20.7659,22.0,0,0,0
527,0.065,0,0,20.73,22.0,0,0,0
528,0.065,0,0,20.6942,22.0,0,0,0
529,0.065,0,0,20.6583,22.0,0,0,0
530,0.065,0,0,20.6617,22.0,0,0,0
531,0.065,0,0,20.6285,22.0,0,0,0
532,0.065,0,0,20.5954,22.0,0,0,0
533,0.065,0,0,20.5622,22.0,0,0,0
534,0.065,0,0,20.5517,22.0,0,0,0
535,0.065,0,0,20.5217,22.0,0,0,0
536,0.065,0,0,20.4918,22.0,0,0,0
537,0.065,0,0,20.4618,22.0,0,0,0
538,0.065,0,0,20.4325,22.0,0,0,0
539,0.065,0,0,20.4105,22.0,0,0,0
540,0.065,0,0,20.3731,22.0,0,0,0
541,0.065,0,0,20.3805,22.0,0,0,0
542,0.065,0,0,20.3585,22.0,0,0,0
543,0.065,0,0,20.2922,22.0,0,0,0
544,0.065,0,0,20.2808,22.0,0,0,0
545,0.065,0,0,20.2694,22.0,0,0,0
546,0.065,0,0,20.258,22.0,0,0,0
547,0.065,0,0,20.2466,22.0,0,0,0
548,0.065,0,0,20.1387,22.0,0,0,0
549,0.065,0,0,20.1362,22.0,0,0,0
550,0.065,0,0,20.1336,22.0,0,0,0
551,0.065,0,0,20.131,22.0,0,0,0
552,0.065,0,0,20.1284,22.0,0,0,0
553,0.065,0,0,19.9731,22.0,0,0,0
554,0.065,0,0,19.9791,22.0,0,0,0
555,0.065,0,0,19.9852,22.0,0,0,0
556,0.065,0,0,19.9912,22.0,0,0,0
557,0.065,0,0,19.9973,22.0,0,0,0
558,0.065,0,0,19.7836,22.0,0,0,0
559,0.065,0,0,19.7975,22.0,0,0,0
560,0.065,0,0,19.8115,22.0,0,0,0
561,0.065,0,0,19.8254,22.0,0,0,0
562,0.065,0,0,19.8393,22.0,0,0,0
563,0.065,0,0,19.5935,22.0,0,0,0
564,0.065,0,0,19.6153,22.0,0,0,0
565,0.065,0,0,19.6371,22.0,0,0,0
566,0.065,0,0,19.6589,22.0,0,0,0
