ID,wl,U,V,Sal,Temp,TRACE_1
272,0.81,0,0,20,18,0
273,0.81,0,0,20,18,0
274,0.81,0,0,20,18,0
275,0.81,0,0,20,18,0
276,0.81,0,0,20,18,0
277,0.81,0,0,20,18,0
278,0.81,0,0,20,18,0
279,0.81,0,0,20,18,0
280,0.81,0,0,20,18,0
281,0.81,0,0,20,18,0
282,0.81,0,0,20,18,0
283,0.81,0,0,20,18,0
284,0.81,0,0,20,18,0
285,0.81,0,0,20,18,0
286,0.81,0,0,20,18,0
287,0.81,0,0,20,18,0
288,0.81,0,0,20,18,0
289,0.81,0,0,20,18,0
290,0.81,0,0,20,18,0
291,0.81,0,0,20,18,0
292,0.81,0,0,20,18,0
293,0.81,0,0,20,18,0
294,0.81,0,0,20,18,0
295,0.81,0,0,20,18,0
296,0.81,0,0,20,18,0
297,0.81,0,0,20,18,0
298,0.81,0,0,20,18,0
299,0.81,0,0,20,18,0
300,0.81,0,0,20,18,0
301,0.81,0,0,20,18,0
302,0.81,0,0,20,18,0
303,0.81,0,0,20,18,0
304,0.81,0,0,20,18,0
305,0.81,0,0,20,18,0
306,0.81,0,0,20,18,0
307,0.81,0,0,20,18,0
308,0.81,0,0,20,18,0
309,0.81,0,0,20,18,0
310,0.81,0,0,20,18,0
311,0.81,0,0,20,18,0
312,0.81,0,0,20,18,0
313,0.81,0,0,20,18,0
314,0.81,0,0,20,18,0
315,0.81,0,0,20,18,0
316,0.81,0,0,20,18,0
317,0.81,0,0,20,18,0
318,0.81,0,0,20,18,0
319,0.81,0,0,20,18,0
320,0.81,0,0,20,18,0
321,0.81,0,0,20,18,0
322,0.81,0,0,20,18,0
323,0.81,0,0,20,18,0
324,0.81,0,0,20,18,0
325,0.81,0,0,20,18,0
326,0.81,0,0,20,18,0
327,0.81,0,0,20,18,0
328,0.81,0,0,20,18,0
329,0.81,0,0,20,18,0
330,0.81,0,0,20,18,0
331,0.81,0,0,20,18,0
332,0.81,0,0,20,18,0
333,0.81,0,0,20,18,0
334,0.81,0,0,20,18,0
335,0.81,0,0,20,18,0
336,0.81,0,0,20,18,0
337,0.81,0,0,20,18,0
338,0.81,0,0,20,18,0
339,0.81,0,0,20,18,0
340,0.81,0,0,20,18,0
341,0.81,0,0,20,18,0
342,0.81,0,0,20,18,0
343,0.81,0,0,20,18,0
344,0.81,0,0,20,18,0
345,0.81,0,0,20,18,0
346,0.81,0,0,20,18,0
347,0.81,0,0,20,18,0
348,0.81,0,0,20,18,0
349,0.81,0,0,20,18,0
350,0.81,0,0,20,18,0
351,0.81,0,0,20,18,0
352,0.81,0,0,20,18,0
353,0.81,0,0,20,18,0
354,0.81,0,0,20,18,0
355,0.81,0,0,20,18,0
356,0.81,0,0,20,18,0
357,0.81,0,0,20,18,0
358,0.81,0,0,20,18,0
359,0.81,0,0,20,18,0
360,0.81,0,0,20,18,0
361,0.81,0,0,20,18,0
362,0.81,0,0,20,18,0
363,0.81,0,0,20,18,0
364,0.81,0,0,20,18,0
365,0.81,0,0,20,18,0
366,0.81,0,0,20,18,0
367,0.81,0,0,20,18,0
368,0.81,0,0,20,18,0
369,0.81,0,0,20,18,0
370,0.81,0,0,20,18,0
371,0.81,0,0,20,18,0
372,0.81,0,0,20,18,0
373,0.81,0,0,20,18,0
374,0.81,0,0,20,18,0
375,0.81,0,0,20,18,0
376,0.81,0,0,20,18,0
377,0.81,0,0,20,18,0
378,0.81,0,0,20,18,0
379,0.81,0,0,20,18,0
380,0.81,0,0,20,18,0
381,0.81,0,0,20,18,0
382,0.81,0,0,20,18,0
383,0.81,0,0,20,18,0
384,0.81,0,0,20,18,0
385,0.81,0,0,20,18,0
386,0.81,0,0,20,18,0
387,0.81,0,0,20,18,0
388,0.81,0,0,20,18,0
389,0.81,0,0,20,18,0
390,0.81,0,0,20,18,0
391,0.81,0,0,20,18,0
392,0.81,0,0,20,18,0
393,0.81,0,0,20,18,0
394,0.81,0,0,20,18,0
395,0.81,0,0,20,18,0
396,0.81,0,0,20,18,0
397,0.81,0,0,20,18,0
398,0.81,0,0,20,18,0
399,0.81,0,0,20,18,0
400,0.81,0,0,20,18,0
401,0.81,0,0,20,18,0
402,0.81,0,0,20,18,0
403,0.81,0,0,20,18,0
404,0.81,0,0,20,18,0
405,0.81,0,0,20,18,0
406,0.81,0,0,20,18,0
407,0.81,0,0,20,18,0
408,0.81,0,0,20,18,0
409,0.81,0,0,20,18,0
410,0.81,0,0,20,18,0
411,0.81,0,0,20,18,0
412,0.81,0,0,20,18,0
413,0.81,0,0,20,18,0
414,0.81,0,0,20,18,0
415,0.81,0,0,20,18,0
416,0.81,0,0,20,18,0
417,0.81,0,0,20,18,0
418,0.81,0,0,20,18,0
419,0.81,0,0,20,18,0
420,0.81,0,0,20,18,0
421,0.81,0,0,20,18,0
422,0.81,0,0,20,18,0
423,0.81,0,0,20,18,0
424,0.81,0,0,20,18,0
425,0.81,0,0,20,18,0
426,0.81,0,0,20,18,0
427,0.81,0,0,20,18,0
428,0.81,0,0,20,18,0
429,0.81,0,0,20,18,0
430,0.81,0,0,20,18,0
431,0.81,0,0,20,18,0
432,0.81,0,0,20,18,0
433,0.81,0,0,20,18,0
434,0.81,0,0,20,18,0
435,0.81,0,0,20,18,0
436,0.81,0,0,20,18,0
437,0.81,0,0,20,18,0
438,0.81,0,0,20,18,0
439,0.81,0,0,20,18,0
440,0.81,0,0,20,18,0
441,0.81,0,0,20,18,0
442,0.81,0,0,20,18,0
443,0.81,0,0,20,18,0
444,0.81,0,0,20,18,0
445,0.81,0,0,20,18,0
446,0.81,0,0,20,18,0
447,0.81,0,0,20,18,0
448,0.81,0,0,20,18,0
449,0.81,0,0,20,18,0
450,0.81,0,0,20,18,0
451,0.81,0,0,20,18,0
452,0.81,0,0,20,18,0
453,0.81,0,0,20,18,0
454,0.81,0,0,20,18,0
455,0.81,0,0,20,18,0
456,0.81,0,0,20,18,0
457,0.81,0,0,20,18,0
458,0.81,0,0,20,18,0
459,0.81,0,0,20,18,0
460,0.81,0,0,20,18,0
461,0.81,0,0,20,18,0
462,0.81,0,0,20,18,0
463,0.81,0,0,20,18,0
464,0.81,0,0,20,18,0
465,0.81,0,0,20,18,0
466,0.81,0,0,20,18,0
467,0.81,0,0,20,18,0
468,0.81,0,0,20,18,0
469,0.81,0,0,20,18,0
470,0.81,0,0,20,18,0
471,0.81,0,0,20,18,0
472,0.81,0,0,20,18,0
473,0.81,0,0,20,18,0
474,0.81,0,0,20,18,0
475,0.81,0,0,20,18,0
476,0.81,0,0,20,18,0
477,0.81,0,0,20,18,0
478,0.81,0,0,20,18,0
479,0.81,0,0,20,18,0
480,0.81,0,0,20,18,0
481,0.81,0,0,20,18,0
482,0.81,0,0,20,18,0
483,0.81,0,0,20,18,0
484,0.81,0,0,20,18,0
485,0.81,0,0,20,18,0
486,0.81,0,0,20,18,0
487,0.81,0,0,20,18,0
488,0.81,0,0,20,18,0
489,0.81,0,0,20,18,0
490,0.81,0,0,20,18,0
491,0.81,0,0,20,18,0
492,0.81,0,0,20,18,0
493,0.81,0,0,20,18,0
494,0.81,0,0,20,18,0
495,0.81,0,0,20,18,0
496,0.81,0,0,20,18,0
497,0.81,0,0,20,18,0
498,0.81,0,0,20,18,0
499,0.81,0,0,20,18,0
500,0.81,0,0,20,18,0
501,0.81,0,0,20,18,0
502,0.81,0,0,20,18,0
503,0.81,0,0,20,18,0
504,0.81,0,0,20,18,0
505,0.81,0,0,20,18,0
506,0.81,0,0,20,18,0
507,0.81,0,0,20,18,0
508,0.81,0,0,20,18,0
509,0.81,0,0,20,18,0
510,0.81,0,0,20,18,0
511,0.81,0,0,20,18,0
512,0.81,0,0,20,18,0
513,0.81,0,0,20,18,0
514,0.81,0,0,20,18,0
515,0.81,0,0,20,18,0
516,0.81,0,0,20,18,0
517,0.81,0,0,20,18,0
518,0.81,0,0,20,18,0
519,0.81,0,0,20,18,0
520,0.81,0,0,20,18,0
521,0.81,0,0,20,18,0
522,0.81,0,0,20,18,0
523,0.81,0,0,20,18,0
524,0.81,0,0,20,18,0
525,0.81,0,0,20,18,0
526,0.81,0,0,20,18,0
527,0.81,0,0,20,18,0
528,0.81,0,0,20,18,0
529,0.81,0,0,20,18,0
530,0.81,0,0,20,18,0
531,0.81,0,0,20,18,0
532,0.81,0,0,20,18,0
533,0.81,0,0,20,18,0
534,0.81,0,0,20,18,0
535,0.81,0,0,20,18,0
536,0.81,0,0,20,18,0
537,0.81,0,0,20,18,0
538,0.81,0,0,20,18,0
539,0.81,0,0,20,18,0
540,0.81,0,0,20,18,0
541,0.81,0,0,20,18,0
542,0.81,0,0,20,18,0
543,0.81,0,0,20,18,0
544,0.81,0,0,20,18,0
545,0.81,0,0,20,18,0
546,0.81,0,0,20,18,0
547,0.81,0,0,20,18,0
548,0.81,0,0,20,18,0
549,0.81,0,0,20,18,0
550,0.81,0,0,20,18,0
551,0.81,0,0,20,18,0
552,0.81,0,0,20,18,0
553,0.81,0,0,20,18,0
554,0.81,0,0,20,18,0
555,0.81,0,0,20,18,0
556,0.81,0,0,20,18,0
557,0.81,0,0,20,18,0
558,0.81,0,0,20,18,0
559,0.81,0,0,20,18,0
560,0.81,0,0,20,18,0
561,0.81,0,0,20,18,0
562,0.81,0,0,20,18,0
563,0.81,0,0,20,18,0
564,0.81,0,0,20,18,0
565,0.81,0,0,20,18,0
566,0.81,0,0,20,18,0
567,0.81,0,0,20,18,0
568,0.81,0,0,20,18,0
569,0.81,0,0,20,18,0
570,0.81,0,0,20,18,0
571,0.81,0,0,20,18,0
572,0.81,0,0,20,18,0
573,0.81,0,0,20,18,0
574,0.81,0,0,20,18,0
575,0.81,0,0,20,18,0
576,0.81,0,0,20,18,0
577,0.81,0,0,20,18,0
578,0.81,0,0,20,18,0
579,0.81,0,0,20,18,0
580,0.81,0,0,20,18,0
581,0.81,0,0,20,18,0
582,0.81,0,0,20,18,0
583,0.81,0,0,20,18,0
584,0.81,0,0,20,18,0
585,0.81,0,0,20,18,0
586,0.81,0,0,20,18,0
587,0.81,0,0,20,18,0
588,0.81,0,0,20,18,0
589,0.81,0,0,20,18,0
590,0.81,0,0,20,18,0
591,0.81,0,0,20,18,0
592,0.81,0,0,20,18,0
593,0.81,0,0,20,18,0
594,0.81,0,0,20,18,0
595,0.81,0,0,20,18,0
596,0.81,0,0,20,18,0
597,0.81,0,0,20,18,0
598,0.81,0,0,20,18,0
599,0.81,0,0,20,18,0
600,0.81,0,0,20,18,0
601,0.81,0,0,20,18,0
602,0.81,0,0,20,18,0
603,0.81,0,0,20,18,0
604,0.81,0,0,20,18,0
605,0.81,0,0,20,18,0
606,0.81,0,0,20,18,0
607,0.81,0,0,20,18,0
608,0.81,0,0,20,18,0
609,0.81,0,0,20,18,0
610,0.81,0,0,20,18,0
611,0.81,0,0,20,18,0
612,0.81,0,0,20,18,0
613,0.81,0,0,20,18,0
614,0.81,0,0,20,18,0
615,0.81,0,0,20,18,0
616,0.81,0,0,20,18,0
617,0.81,0,0,20,18,0
618,0.81,0,0,20,18,0
619,0.81,0,0,20,18,0
620,0.81,0,0,20,18,0
621,0.81,0,0,20,18,0
622,0.81,0,0,20,18,0
623,0.81,0,0,20,18,0
624,0.81,0,0,20,18,0
625,0.81,0,0,20,18,0
626,0.81,0,0,20,18,0
627,0.81,0,0,20,18,0
628,0.81,0,0,20,18,0
629,0.81,0,0,20,18,0
630,0.81,0,0,20,18,0
631,0.81,0,0,20,18,0
632,0.81,0,0,20,18,0
633,0.81,0,0,20,18,0
634,0.81,0,0,20,18,0
635,0.81,0,0,20,18,0
636,0.81,0,0,20,18,0
637,0.81,0,0,20,18,0
638,0.81,0,0,20,18,0
639,0.81,0,0,20,18,0
640,0.81,0,0,20,18,0
641,0.81,0,0,20,18,0
642,0.81,0,0,20,18,0
643,0.81,0,0,20,18,0
644,0.81,0,0,20,18,0
645,0.81,0,0,20,18,0
646,0.81,0,0,20,18,0
647,0.81,0,0,20,18,0
648,0.81,0,0,20,18,0
649,0.81,0,0,20,18,0
650,0.81,0,0,20,18,0
651,0.81,0,0,20,18,0
652,0.81,0,0,20,18,0
653,0.81,0,0,20,18,0
654,0.81,0,0,20,18,0
655,0.81,0,0,20,18,0
656,0.81,0,0,20,18,0
657,0.81,0,0,20,18,0
658,0.81,0,0,20,18,0
659,0.81,0,0,20,18,0
660,0.81,0,0,20,18,0
661,0.81,0,0,20,18,0
662,0.81,0,0,20,18,0
663,0.81,0,0,20,18,0
664,0.81,0,0,20,18,0
665,0.81,0,0,20,18,0
666,0.81,0,0,20,18,0
667,0.81,0,0,20,18,0
668,0.81,0,0,20,18,0
669,0.81,0,0,20,18,0
670,0.81,0,0,20,18,0
671,0.81,0,0,20,18,0
672,0.81,0,0,20,18,0
673,0.81,0,0,20,18,0
674,0.81,0,0,20,18,0
675,0.81,0,0,20,18,0
676,0.81,0,0,20,18,0
677,0.81,0,0,20,18,0
678,0.81,0,0,20,18,0
679,0.81,0,0,20,18,0
680,0.81,0,0,20,18,0
681,0.81,0,0,20,18,0
682,0.81,0,0,20,18,0
683,0.81,0,0,20,18,0
684,0.81,0,0,20,18,0
685,0.81,0,0,20,18,0
686,0.81,0,0,20,18,0
687,0.81,0,0,20,18,0
688,0.81,0,0,20,18,0
689,0.81,0,0,20,18,0
690,0.81,0,0,20,18,0
691,0.81,0,0,20,18,0
692,0.81,0,0,20,18,0
693,0.81,0,0,20,18,0
694,0.81,0,0,20,18,0
695,0.81,0,0,20,18,0
696,0.81,0,0,20,18,0
697,0.81,0,0,20,18,0
698,0.81,0,0,20,18,0
699,0.81,0,0,20,18,0
700,0.81,0,0,20,18,0
701,0.81,0,0,20,18,0
702,0.81,0,0,20,18,0
703,0.81,0,0,20,18,0
704,0.81,0,0,20,18,0
705,0.81,0,0,20,18,0
706,0.81,0,0,20,18,0
707,0.81,0,0,20,18,0
708,0.81,0,0,20,18,0
709,0.81,0,0,20,18,0
710,0.81,0,0,20,18,0
711,0.81,0,0,20,18,0
712,0.81,0,0,20,18,0
713,0.81,0,0,20,18,0
714,0.81,0,0,20,18,0
715,0.81,0,0,20,18,0
716,0.81,0,0,20,18,0
717,0.81,0,0,20,18,0
718,0.81,0,0,20,18,0
719,0.81,0,0,20,18,0
720,0.81,0,0,20,18,0
721,0.81,0,0,20,18,0
722,0.81,0,0,20,18,0
723,0.81,0,0,20,18,0
724,0.81,0,0,20,18,0
725,0.81,0,0,20,18,0
726,0.81,0,0,20,18,0
727,0.81,0,0,20,18,0
728,0.81,0,0,20,18,0
729,0.81,0,0,20,18,0
730,0.81,0,0,20,18,0
731,0.81,0,0,20,18,0
732,0.81,0,0,20,18,0
733,0.81,0,0,20,18,0
734,0.81,0,0,20,18,0
735,0.81,0,0,20,18,0
736,0.81,0,0,20,18,0
737,0.81,0,0,20,18,0
738,0.81,0,0,20,18,0
739,0.81,0,0,20,18,0
740,0.81,0,0,20,18,0
741,0.81,0,0,20,18,0
742,0.81,0,0,20,18,0
743,0.81,0,0,20,18,0
744,0.81,0,0,20,18,0
745,0.81,0,0,20,18,0
746,0.81,0,0,20,18,0
747,0.81,0,0,20,18,0
748,0.81,0,0,20,18,0
749,0.81,0,0,20,18,0
750,0.81,0,0,20,18,0
751,0.81,0,0,20,18,0
752,0.81,0,0,20,18,0
753,0.81,0,0,20,18,0
754,0.81,0,0,20,18,0
755,0.81,0,0,20,18,0
756,0.81,0,0,20,18,0
757,0.81,0,0,20,18,0
758,0.81,0,0,20,18,0
759,0.81,0,0,20,18,0
760,0.81,0,0,20,18,0
761,0.81,0,0,20,18,0
762,0.81,0,0,20,18,0
763,0.81,0,0,20,18,0
764,0.81,0,0,20,18,0
765,0.81,0,0,20,18,0
766,0.81,0,0,20,18,0
767,0.81,0,0,20,18,0
768,0.81,0,0,20,18,0
769,0.81,0,0,20,18,0
770,0.81,0,0,20,18,0
771,0.81,0,0,20,18,0
772,0.81,0,0,20,18,0
773,0.81,0,0,20,18,0
774,0.81,0,0,20,18,0
775,0.81,0,0,20,18,0
776,0.81,0,0,20,18,0
777,0.81,0,0,20,18,0
778,0.81,0,0,20,18,0
779,0.81,0,0,20,18,0
780,0.81,0,0,20,18,0
781,0.81,0,0,20,18,0
782,0.81,0,0,20,18,0
783,0.81,0,0,20,18,0
784,0.81,0,0,20,18,0
785,0.81,0,0,20,18,0
786,0.81,0,0,20,18,0
787,0.81,0,0,20,18,0
788,0.81,0,0,20,18,0
789,0.81,0,0,20,18,0
790,0.81,0,0,20,18,0
791,0.81,0,0,20,18,0
792,0.81,0,0,20,18,0
793,0.81,0,0,20,18,0
794,0.81,0,0,20,18,0
795,0.81,0,0,20,18,0
796,0.81,0,0,20,18,0
797,0.81,0,0,20,18,0
798,0.81,0,0,20,18,0
799,0.81,0,0,20,18,0
800,0.81,0,0,20,18,0
801,0.81,0,0,20,18,0
802,0.81,0,0,20,18,0
803,0.81,0,0,20,18,0
804,0.81,0,0,20,18,0
805,0.81,0,0,20,18,0
806,0.81,0,0,20,18,0
807,0.81,0,0,20,18,0
808,0.81,0,0,20,18,0
809,0.81,0,0,20,18,0
810,0.81,0,0,20,18,0
811,0.81,0,0,20,18,0
812,0.81,0,0,20,18,0
813,-20.0,0,0,20,18,0
814,0.81,0,0,20,18,0
815,0.81,0,0,20,18,0
816,0.81,0,0,20,18,0
817,0.81,0,0,20,18,0
818,0.81,0,0,20,18,0
819,-20.0,0,0,20,18,0
820,-20.0,0,0,20,18,0
821,0.81,0,0,20,18,0
822,0.81,0,0,20,18,0
823,0.81,0,0,20,18,0
824,0.81,0,0,20,18,0
825,0.81,0,0,20,18,0
826,-20.0,0,0,20,18,0
827,-20.0,0,0,20,18,0
828,-20.0,0,0,20,18,0
829,-20.0,0,0,20,18,0
830,0.81,0,0,20,18,0
831,0.81,0,0,20,18,0
832,0.81,0,0,20,18,0
833,0.81,0,0,20,18,0
834,0.81,0,0,20,18,0
835,-20.0,0,0,20,18,0
836,-20.0,0,0,20,18,0
837,-20.0,0,0,20,18,0
838,0.81,0,0,20,18,0
839,0.81,0,0,20,18,0
840,0.81,0,0,20,18,0
841,0.81,0,0,20,18,0
842,0.81,0,0,20,18,0
843,-20.0,0,0,20,18,0
844,-20.0,0,0,20,18,0
845,-20.0,0,0,20,18,0
846,-20.0,0,0,20,18,0
847,-20.0,0,0,20,18,0
848,0.81,0,0,20,18,0
849,0.81,0,0,20,18,0
850,0.81,0,0,20,18,0
851,0.81,0,0,20,18,0
852,0.81,0,0,20,18,0
853,-20.0,0,0,20,18,0
854,-20.0,0,0,20,18,0
855,-20.0,0,0,20,18,0
856,-20.0,0,0,20,18,0
857,-20.0,0,0,20,18,0
858,-20.0,0,0,20,18,0
859,0.81,0,0,20,18,0
860,-20.0,0,0,20,18,0
861,-20.0,0,0,20,18,0
862,0.81,0,0,20,18,0
863,0.81,0,0,20,18,0
864,0.81,0,0,20,18,0
865,0.81,0,0,20,18,0
866,-20.0,0,0,20,18,0
867,-20.0,0,0,20,18,0
868,-20.0,0,0,20,18,0
869,-20.0,0,0,20,18,0
870,-20.0,0,0,20,18,0
